,ID,TARGET
0,1115,-0.05039353548173073
1,1202,0.09588216976095727
2,1194,-0.09330694110032899
3,1084,0.06133653226837571
4,1135,-0.055826518977124304
5,960,0.16183293607112387
6,1131,-0.06805445843482896
7,996,0.04048611775791798
8,1085,0.03365065508283435
9,1063,0.07226997827163348
10,1035,-0.003234549667755349
11,997,0.03129889165684366
12,1042,0.1256131859511372
13,954,0.04460527997749952
14,1126,-0.18287492681492473
15,1122,-0.09616438442169865
16,1167,0.06287072725144739
17,1125,-0.0718600085448557
18,1019,0.013284130343358142
19,982,0.04855402250621156
20,1175,-0.05692404019909929
21,1083,0.04701686762790992
22,1161,-0.13609681476733013
23,1061,0.026559792862035244
24,1044,0.10812992201373606
25,948,0.06194310810487734
26,949,0.044171778347681614
27,941,-0.09300864321420436
28,1001,-0.07522816444394931
29,1190,-0.10322581813693514
30,943,-0.0012735677836889052
31,1011,-0.0472624537085866
32,975,-0.052819327194675914
33,1213,0.1592046588715543
34,1127,0.019359879268684498
35,1039,0.048234502320754324
36,1196,-0.00981636795496393
37,1171,-0.019840432129443072
38,2028,0.1650033290373759
39,1746,0.0417993479900365
40,1608,-0.10148422883083942
41,1356,-0.07536079093552278
42,2008,0.024592358060178992
43,1390,0.06530354436267548
44,1337,-0.11914249514074345
45,1830,0.09949880933568188
46,1217,-0.09428829812415415
47,2037,0.06607628873142292
48,1989,0.03899057435435224
49,1984,-0.00019433409945379676
50,2147,-0.2109798631088341
51,1496,0.06892295908023183
52,1521,0.06869336323295247
53,1935,-0.12481087217942237
54,1994,0.03681796887351799
55,1389,0.03400215165061643
56,1433,-0.08601998173132319
57,1371,0.07013866881990435
58,1469,-0.05461149113598329
59,1956,-0.04878387872675906
60,1889,-0.02632651315568649
61,1708,-0.01878611019869219
62,2071,-0.011317741240493262
63,1407,0.05140636221775163
64,1339,-0.12608715614484023
65,1582,-0.015993977159250675
66,1805,0.1228337925559758
67,1627,-0.16417533191504574
68,1570,0.08571611583196928
69,1232,0.03581714445433043
70,2109,-0.08288564721515464
71,1663,0.22485846997176318
72,1664,-0.13155318878403607
73,1590,0.02057313230776431
74,1465,0.0717120266103923
75,1466,0.05126731428342679
76,1458,0.1155272268626364
77,1741,-0.05418554144272185
78,1245,-0.03748495086399491
79,1444,0.02255751694198171
80,1920,0.03092129675790929
81,1632,0.07493705961814169
82,1439,0.0927978522922666
83,1358,0.004625043797388088
84,1238,0.005576885645247023
85,1551,0.042402772868960145
86,1404,-0.026140595331390078
87,1789,0.15763882902925638
88,1393,0.00499252851900291
89,1668,0.05525189084166168
90,1264,-0.03581981057632955
91,2106,-0.07032427611311358
92,1494,-0.02861078867906467
93,2088,-0.11600561190650328
94,2030,0.054815267363985065
95,1642,0.1907147323287574
96,2095,-0.17118615118479086
97,1771,0.03279615911550565
98,1589,0.10107694442186274
99,1959,0.03303878347038533
100,1961,-0.10158585771044161
101,1760,0.17144314661109655
102,2116,-0.1869715570826008
103,1336,-0.08399483723961423
104,1824,0.054420046028083896
105,1574,0.022581690153528965
106,1223,-0.14993822508321256
107,1717,-0.06078108239276096
108,1555,-0.07574328093426126
109,1998,0.04679673399458885
110,1691,-0.05248540517134541
111,1600,0.010620791784396962
112,1992,0.060381862813200224
113,1958,0.2035253504973328
114,1487,0.04741871159169127
115,2092,-0.016880913745207525
116,1647,-0.05448211559069821
117,1807,0.09707811235479288
118,1650,-0.11016071528515714
119,1613,-0.17552365909805037
120,1778,0.08398073074117929
121,1914,-0.09005945098354506
122,1550,0.053333384024236735
123,1923,-0.08420773318124812
124,1347,-0.10125503968527616
125,1974,0.014443437590716032
126,1885,0.03827230740746611
127,1845,0.03261661072809427
128,2033,0.07708039875222601
129,1657,0.07048505377236103
130,1884,-0.074905167367888
131,2136,-0.0005149456296284181
132,1227,-0.010055956080401657
133,1325,-0.009169821391802222
134,2098,0.06276088463930442
135,1783,0.09184281643538475
136,1774,0.11380292278044225
137,1290,0.00042091273581768007
138,1904,0.007791462103715275
139,1679,-0.11143889140976973
140,1285,0.034630035926316624
141,1643,0.023908839994464883
142,1740,0.11660272293578687
143,1954,0.19191402195114776
144,2120,-0.1919191588447352
145,1785,0.15138477652597307
146,1633,0.09867563106037194
147,1427,-0.24284462167250342
148,1985,-0.01434521690021159
149,1630,0.09169687232125648
150,1298,-0.036302385061399094
151,1441,0.03464234746582871
152,1918,0.007912954241698553
153,1240,-0.12677531669280104
154,1903,0.071962435355966
155,1838,-0.1849778848461279
156,2009,-0.010657375210914317
157,1523,0.06819161473545257
158,1259,-0.09008220354060202
159,1666,0.0445200268420526
160,1373,0.07991644723896392
