ID,DE_FR_EXCHANGE,FR_DE_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_NET_IMPORT,FR_NET_IMPORT,DE_GAS,DE_COAL,DE_HYDRO,FR_HYDRO,FR_NUCLEAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_RAIN,FR_RAIN,FR_WIND,DE_TEMP,FR_TEMP,GAS_RET,COAL_RET,CARBON_RET,TARGET,FR_PROD_RENEWABLE,DE_PROD_RENEWABLE,DE_PROD_FOSIL,FR_PROD_FOSSIL,FR_CONS_RENEWABLE,DE_CONS_RENEWABLE,FR_TOTAL_PROD,DE_TOTAL_PROD
2049,-0.0220632467608418,0.0220632467608418,-0.5735195387252847,-1.1308376214004447,0.5735195387252847,1.1308376214004447,0.1747728112653883,-0.1703917050363311,0.1879638503891928,-0.8071117162817929,-2.1859607711861857,3.23738042714508,-0.0355144167050796,-0.1073497959444127,-0.1943079460466215,-0.3954691202643201,-1.1831938117187766,-1.2402995890904016,-0.7704573225898551,0.8284119037598268,0.4374190737995921,1.8312409116063852,-0.6590913073784734,0.0471142795170799,-0.4903654095824015,-0.112516364811792,0.13695814373268878,0.2571371468872383,-0.1899268398175643,-0.3352130922635965,0.17974134651353668,0.37306977467661206,-0.19825494853090747,0.0672103070696739
1924,1.0213052419055586,-1.0213052419055586,-0.622021238905383,-1.6825866471237902,0.622021238905383,1.6825866471237902,2.3519134762227707,1.572266570407559,-0.1085783187004757,0.7791423239044704,0.735137427940758,-0.371038674491646,-0.2987545587662653,-0.1412391188730786,0.428272498108994,1.336624620459025,1.9472728440820573,-0.4807003513776253,-0.3133378370515337,0.4876076468716573,0.6848843626041434,0.1148361182746464,0.5359743475394775,0.743337775067128,0.2049518485585072,-0.1808399597862505,1.0020019584805038,-3.420024708609726,4.352452544739323,2.8992942391444103,0.031392555270761235,0.05841047235214769,3.9012961976249145,0.932427836129597
1520,-0.7174900813005115,0.7174900813005115,-1.1171388109374805,-0.2003054144228506,1.1171388109374805,0.2003054144228506,1.5335953657504289,-1.2403161794474291,2.3069797550177964,0.5932509087710358,-1.920695093341935,2.0544910201299693,-0.9779762311484462,-0.24562841150331,-0.4621725182547285,-0.0012790296269248,-0.860628310679065,-0.9625192781087868,-0.1938365039858217,-0.9172336879005896,0.1020464656872313,0.4727081748683472,0.8910486822555704,0.8614076676222056,1.1244572587668482,0.9321054345960168,0.48141842405575996,2.2510210874090912,-0.16889333195172873,-0.4695225393156303,0.095508078849177,-0.29401683759786973,0.01189588474012987,2.082127755457363
1546,0.3995880437214672,-0.3995880437214672,0.1839977013977057,-0.9862353887047264,-0.1839977013977057,0.9862353887047264,0.8185056603424411,-1.2246590680013043,0.7407431511271928,0.017134052192775,-1.3478275452481774,1.687112118840143,0.5501486157250282,-0.9031321663691312,-1.8669413565228157,-1.128430601776021,-0.5860513696189525,-1.6583936790976626,-0.5298000356015461,-1.2207598617104611,-0.5129908080730619,0.1475070344742249,1.8897389885704448,0.4982263479063392,0.6817392519027665,0.192679748277726,-0.5467135405843906,2.2123558060289072,-2.2730947641816788,-0.6991184788909286,-0.09103397842275374,0.8934657085417117,-1.2458320194753192,-0.06073895815277153
1323,-1.1967874807816392,1.1967874807816392,-0.5193389458680845,0.3731088823917972,0.5193389458680845,-0.3731088823917972,0.6277069557846582,-1.1252472960635118,-0.0010410485910354,-1.045716156377977,-0.137666085368566,0.2246620274937877,-0.018492678005525,-0.7399174264562572,-0.3683385481099586,-0.2047696975060831,-0.4470479462353965,-0.2073901925265823,0.0093557681316998,-0.8415603057898235,-1.024980229262404,-1.56417445852533,2.688207511588379,3.0612102510138035,3.755240079696583,0.0761526694910631,-1.6986376407090127,0.6694849689229547,-0.8658788883888122,-0.1813929189815111,-0.15764600898905862,0.1817470243709137,-1.8800305596905238,-0.1963939194658575
1618,-0.4390628527311798,0.4390628527311798,-0.6366538007078375,0.3420569857388951,0.6366538007078375,-0.3420569857388951,1.570867371352567,0.2358800405193052,-0.1198980313435747,0.2149247411136311,-0.1109800699298937,-0.140213345279639,-0.6262819596980187,1.2129407909808685,0.612994722879738,1.1540902637322303,0.0278622195410571,-0.9723435381732672,-0.8064347403565045,-0.7675779033254404,-0.3714748090770889,-0.4597682547487067,-1.4871544461723054,-0.6923782242605907,-0.7682829426210807,0.0,1.1766721168849668,-1.7109724729012887,2.41974213475161,0.24596997996023384,0.2459141486725906,-0.5894329026302372,1.4226420968452007,0.7087696618503213
1507,-1.13885879281714,1.13885879281714,-1.4559140698345308,0.9643914639062722,1.4559140698345308,-0.9643914639062722,1.3350621767651667,-1.1922615167412796,2.1503903967882607,1.1999749207494264,-0.9573749829404952,0.2115880452414807,-0.2277823429569817,-0.0138975512840332,-1.6399951067353271,0.2001584405805404,-0.8945471037793482,0.5356812941709854,9.473200582383296,-0.3949094933155933,-0.253529503606167,-1.0023897825764416,-0.9392463763619714,0.1452237684549823,0.2240658009790263,-0.3901905275265491,0.4402904317663787,1.8133025066328972,-1.49719444671144,-0.71039091937129,0.002581422509247533,-0.3135372484749567,-0.2701004876049113,0.31610805992145763
1821,-1.0996672639616083,1.0996672639616083,-0.7179005303121573,1.5873962390008236,0.7179005303121573,-1.5873962390008236,-0.5681079188336342,0.0511371423536879,1.8073688015428373,-0.6465725755553169,-0.2537154435318492,1.3508882390877293,-0.5690191698244595,1.0408332305183752,-0.5619105349211108,0.1173592760606793,-1.2291888095997412,-0.5741857344791569,0.397199532521259,2.492935042756565,-1.22414613178664,-0.3613206724294029,1.7459498123391466,0.9690680819228208,2.023576242005354,0.4526840668968859,1.4914334505189384,2.1714127697176204,-1.078881311401057,-1.7770556151127235,0.3150391301728368,-0.1076960171050876,-0.2856221645937851,1.0925314583165635
1263,-1.4001573886975316,1.4001573886975316,-1.1827884148523051,1.1828575019651306,1.1827884148523051,-1.1828575019651306,0.9452031149286776,-0.2980146067451191,2.7292393387649128,-0.2011961475331208,-0.0953325350122623,1.405409526778201,-0.8366173691077704,-0.5404801842173635,0.150274538361389,0.5438050087460463,-0.5426278597707878,-0.602651256252303,-0.6564951090354513,-0.8835203788589978,0.9881149949448448,0.792063111400411,-0.5421341141137317,0.1484349368003669,-1.5593224715673162,-0.0604804518909624,0.5684006600154543,2.579398792187803,0.7974630465449475,-1.1797528801876571,-0.03577451398991849,-0.0907294809037949,-0.6113522201722027,3.3768618387327507
1897,0.4263460980870576,-0.4263460980870576,0.2824880617765816,-1.8632559305215008,-0.2824880617765816,1.8632559305215008,0.933854911970566,0.4794767851444135,-0.7682088463574251,0.0004093828779702,-0.0998015608144022,-0.8804928190871272,1.1887554187784293,1.4963897423888144,0.3841056885530866,0.342294914063079,1.334215790101348,-0.4060983185690716,0.8700568554670477,1.5964357674678222,-0.9923763963117108,-0.3789691850255265,0.7124441469161569,1.766895278086549,0.9023720917629034,0.1270912775730413,0.5165047453652553,-1.0376327918741726,1.7974373856680659,2.369808496290974,0.3364589739001531,1.534842171426436,2.8863132416562287,0.7598045937938935
