ID,DE_CONSUMPTION,FR_CONSUMPTION,DE_FR_EXCHANGE,FR_DE_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_NET_IMPORT,FR_NET_IMPORT,DE_GAS,FR_GAS,DE_COAL,FR_COAL,DE_HYDRO,FR_HYDRO,DE_NUCLEAR,FR_NUCLEAR,DE_SOLAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_RAIN,FR_RAIN,DE_WIND,FR_WIND,DE_TEMP,FR_TEMP,GAS_RET,COAL_RET,CARBON_RET,TARGET,FR_PROD_RENEWABLE,DE_PROD_RENEWABLE,DE_PROD_FOSIL,FR_PROD_FOSSIL,FR_CONS_RENEWABLE,DE_CONS_RENEWABLE,FR_TOTAL_PROD,DE_TOTAL_PROD
297,-0.9833238837730476,-0.8491980420890692,-0.8395859313179942,0.8395859313179942,-0.2708698412875653,0.5632299001791123,0.2708698412875653,-0.5632299001791123,0.4878182213059783,0.1946589624968633,-1.473816723376251,-0.786025037100165,-0.368417177098884,1.3204834896793642,-0.2055467105736388,-1.5895538879554696,1.7515229138178283,0.5629443640263518,-0.0100900503049942,0.3668850892530882,-2.330557240406623,-1.1918888309771851,-0.9769740254515094,-1.1148378621447017,-0.507570197767219,-0.4994093836370882,-0.2362486647853328,0.3509378227894972,-0.4175144412603555,0.9116520982212564,-0.2961684423489058,1.073947680274896,-0.2603561005917882,0.6607590550033349,1.1674689758403114,-3.316555742476895,-0.5913660746033017,0.12777598336244012,0.20856494720413754,0.069392980400033,-2.149086766636584
819,-0.0556915489995075,-0.8113372121877396,0.2371051384551892,-0.2371051384551892,-0.8510823699251139,-1.0911416792551087,0.8510823699251139,1.0911416792551087,0.8823131447764193,-0.1456373835035529,-0.0429917643717582,-0.7708460526697308,1.2823742500197166,-0.7427646879663732,-2.509255456776488,-1.838556433476296,1.1721546012176565,1.798686039721001,-0.103994117159581,0.3561809279513641,-0.3544804389133964,-0.1783966379737756,-0.9971694307339956,1.608304009316798,2.0145078023911824,1.143606699973888,1.7779920136477323,1.5951582976746423,0.1584625590552804,-0.3598662313713277,-0.2039523149020739,-0.3762340254202002,-0.1333811131150599,-0.42645415377030416,-0.1587207226986962,0.48484094149126467,-0.9164834361732838,0.18583221854625598,0.12270508897426811,-1.3429375899435878,0.32612021879256836
918,0.5321156316528088,-0.3311014722882093,0.3399421451193713,-0.3399421451193713,-0.1731225050749824,-1.31202947257174,0.1731225050749824,1.31202947257174,-0.1884300461758766,1.3825994221403377,-0.3543266973005567,-0.7533649923457613,-0.1682640762731794,-1.071333701219687,-1.8797120316183584,-1.7192573551021753,-0.324789209787153,0.5033047513690196,1.4480775680275415,0.0797530783158625,-0.237657903012199,-0.795592630550231,-0.3746594286151424,-0.1949273732644735,-1.3945003568210932,1.3831705822720053,0.1004979881999707,1.241891828820907,-0.2063403432620162,1.1707600130346183,0.1336428762930268,0.0338743439888232,0.1963115292581426,-2.20753322663698,-0.9246877496511493,-0.7804146464886323,0.6292344297945764,0.0435579563269331,1.3277082622030398,-1.5782987968424036,-1.7051023961397818
283,-0.328285710259094,-1.0622551112985643,-1.3804638084739531,1.3804638084739531,-1.046122110989568,1.0022432987844765,1.046122110989568,-1.0022432987844765,0.5440079226904155,-0.7309922068591035,-1.1835660360168865,-0.4553670493967453,0.5236104813368397,1.061971135051358,-0.6462344176503614,-1.2007882739035758,0.5092423184692616,1.884098087605488,0.3592103464540351,-0.3046608691576215,-2.2440276355097453,-0.6761367807669755,-1.130258055143132,0.9744542622381984,-0.0694164004490884,-0.1389177025503868,-0.6950128691062828,-0.634045520351874,-0.1684906377592938,0.1228176201700644,0.2200772769398387,5.453331196581312,-0.0254765642989422,1.440620079595649,0.7458287286097751,-2.883585748836216,-1.186359256255849,0.06800294384456773,0.3478510705078815,0.25426082333979994,-2.137757020226441
158,1.0289867658474938,1.629315058059724,1.129663406822267,-1.129663406822267,-0.3912607250071614,-1.8231174180606853,0.3912607250071614,1.8231174180606853,2.170760744179383,2.122272358328517,1.83162272625202,0.8579830155082954,1.2230315140422583,1.8859516330911743,0.1257652794266879,-0.2771002188051216,-1.2340925091954982,-0.3604682207557383,-1.210164624017568,0.3268717094958774,0.8922605387714073,2.156285200825046,1.5686974722957188,0.1944580045124495,-0.5167382812746592,-1.1060665022313043,-0.94556249649772,-0.6674960807545806,-1.5667733052941706,0.6894829110025184,1.0954733371293708,0.3427980199352012,0.4602781894669853,1.5752549030261918,-1.09546033974412,4.8946440092028105,2.9802553738368123,0.06061758576400522,-1.127298434977552,4.5555102768630045,3.7991836694586905
240,0.0964220805056087,-0.6607026444904905,-2.066913326642389,2.066913326642389,-1.2523719442610617,1.879430701258804,1.2523719442610617,-1.879430701258804,0.319901035194941,-0.3660772425360874,-1.0899958434375323,-0.7716869936354058,0.3308323448089117,1.3411114239626545,-0.3188904234960444,-0.3115683894316172,-0.1373253303953271,0.8528529662253802,-0.1596622650311248,0.8328309341516714,-0.2945285049767894,0.2617035335984796,-0.8846696530413536,-0.3360103750262515,-0.3010935418170785,-0.5370885421226103,-0.3984651962268865,0.4543705545496156,1.008864893639004,1.0315243012184467,-0.5430771866357513,-1.0140065442679709,-0.4114397924400805,2.715226934908089,-0.2850456741135846,-1.0646233132193808,-1.1377642361714932,0.22396700855086304,-0.1652814530928709,1.5774626987365958,-1.3496689873329655
519,0.23163298962546,-0.492398419381246,-1.0051772052067576,1.0051772052067576,-0.6890803095209305,1.1153512959412968,0.6890803095209305,-1.1153512959412968,0.8723251164991026,0.0722185195571595,-0.5912949412347023,-0.3820369971898832,-1.1911544732950323,-1.2385930262931997,0.0167498146047325,-0.566465346164134,2.155170856765171,0.3955139402462759,-0.741317399016998,1.5270402155440737,-0.5115558304531289,0.1057632223080199,-0.833019640482109,-1.0224721010091218,-0.4165410780113448,0.6469070823405093,2.4832505008065167,-2.0720591312644463,-0.1461781769453912,0.0935194604632531,0.2334053464792063,-0.0468104065981098,0.012714913418732,0.11749578333301591,0.239448799057873,-0.23052565518872858,-0.30981847763272374,0.34062122110086296,0.1258697673174401,-0.19232269429970805,0.0089231438691445
583,-0.0786383758026941,-0.6093302279412691,-0.6656694463634136,0.6656694463634136,-1.5226303464788802,1.006199662946874,1.5226303464788802,-1.006199662946874,0.4720232934298832,-0.8838274308694148,-0.2697667539786058,-0.5827906292206535,2.4436738607230977,-0.0524299613394228,0.0822165250167295,-0.3393970910419865,1.8083476157115983,1.6160119089744054,-1.1659239551812384,0.2512870475401891,-0.9661926435853176,0.3868033426207499,-0.7618575682889185,-1.331958010569238,-0.1388873351068255,-0.16527270954928,1.5999048380891114,-0.5433069853672859,0.3479107089915982,0.2869139949556806,0.0880254135346311,-0.4985469128912192,0.0631489321501745,1.4754719041331852,3.1683140462701873,-0.7639361041340402,-1.4666180600900685,0.15252734034764936,-0.465441718423444,0.008853844043116676,2.404377942136147
837,0.172371906201513,-0.4660754023309644,0.6693857454157872,-0.6693857454157872,-0.1452002950859622,-2.335635366327745,0.1452002950859622,2.335635366327745,0.5278628906805064,0.6026354198966866,-0.2537292972217609,-0.7601450788815162,1.850418011746138,0.0340987280914025,-1.903697522298055,-2.29873134660016,2.3870085668774084,2.080166095914819,0.1381442266583177,-0.3180087254142035,-0.2007576122521221,-0.3454121817782944,-0.5279274571001189,-0.8661661562476706,1.1245246208026178,0.9177389696089352,1.059724599196544,2.0734047827172333,0.2636923814757803,0.2251787575082501,-2.0277121352764347,0.0607078536983182,-0.3181589851345572,-0.5024752480081423,2.4718732829838093,0.07337598120662339,-0.1575096589848296,0.06185205476915451,0.5177840879798075,-0.6599849069929717,2.5452492641904323
902,0.2220039745266162,-0.8699541025424614,-0.9720502556915992,0.9720502556915992,-1.4606183700775628,-0.7425043482261339,1.4606183700775628,0.7425043482261339,1.9528309813437317,1.0207834290687507,-0.1005917828414273,-0.7810845089268242,-0.0073869481030758,-1.280707865791356,-1.8515079348286936,-2.0590578759284948,-0.1724412408613768,0.4982142433856745,-0.3602925980428539,1.231597600727548,-0.3706566432987327,0.5346294250126188,-1.1581387458530743,-0.5451026588987148,-0.3487436327092769,0.4832634109775349,0.8835107382691808,0.2671142525957398,1.3612477565388434,0.2189669144821883,-0.2507679249649703,-0.0924425161279764,-0.1965200375636385,-1.6099538976066283,-2.391628721836,1.4815825552035715,0.2396989201419265,0.2881846433106129,-0.3126254504860026,-1.3702549774647017,-0.9100461666324283
